SUPERKINGDOM	PHYLUM	CLASS	ORDER	FAMILY	GENUS	SPECIES	DOMAIN	ORGANISM NAME	STRAIN	SEROVAR/BIOVAR	COMMON NAME	NCBI PROJECT NAME	CULTURE COLLECTION	TYPE STRAIN	GOLDSTAMP	OLD GOLDSTAMP	PROJECT TYPE	PROJECT STATUS	AVAILABILITY	SEQUENCING CENTERS	FUNDING	CONTACT NAME	CONTACT EMAIL	CONTACT URL	LOCUS TAG	COMPLETION DATE	PUBLICATION	PROJECT RELEVANCE	NCBI TAXON ID	NCBI PROJECT ID	NCBI ARCHIVE ID	SHORT READS ARCHIVE ID	GCAT_ID	HMP ID	HOMD ID	STRAININFO ID	GREENGENES OBJECT ID	IMG OBJECT ID	GENOME DATA	SEQUENCING STATUS	SEQUENCING QUALITY	COMMENTS	LIBRARY METHOD	READS COUNT	VECTOR	ASSEMBLY METHOD	SEQUENCING DEPTH	GENE CALLING METHOD	CONTIG COUNT	SIZE(kb)	ORFS	CHROMOSOME COUNT	PLASMID COUNT	GC Content	SEQUENCING METHOD	SEQUENCING COUNTRY	ISOLATION SITE	ISOLATION SOURCE	ISOLATION COMMENTS	COLLECTION DATE	ISOLATION COUNTRY	ISOLATION PUBMED ID	GEOGRAPHIC LOCATION	LATITUDE	LONGITUDE	ALTITUDE	DEPTH	HOST NAME	HOST TAXON ID	HOST GENDER	HOST AGE	HOST RACE	HOST HEALTH	HOST MEDICATION	HOST SPECIFICITY	BODY SAMPLE SITE	BODY PRODUCT	BODY SAMPLE SUBSITE	HOST COMMENTS	OXYGEN REQUIREMENT	CELL SHAPE	SPORULATION	PRESSURE	TEMPERATURE RANGE	SALINITY	PH	CELL DIAMETER	CELL LENGTH	COLOR	GRAM STAINING	BIOTIC RELATIONSHIPS	SYMBIOTIC INTERACTION	SYMBIOTIC RELATIONSHIP	SYMBIONT NAME	SYMBIONT TAXON ID	CELL ARRANGEMENT	DISEASE	HABITAT	TEMPERATURE	METABOLISM	MOTILITY	PHENOTYPE	ENERGY SOURCE
Eukaryota	Nematoda	Chromadorea	Rhabditida	Haemonchidae	Teladorsagia	NA	EUKARYAL	Teladorsagia circumcincta  	NA		NA		NA		Ge00098	NA	EST	incomplete	Public	Sanger Institute, Univ of Edinburgh	Beowulf Genomics	Blaxter M	NA	http://helios.bto.ed.ac.uk/icapb/cgi-bin/CV_out.cgi?user=blaxter	NA		 	NA	45464	NA		NA	002149_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	10000	0	NA		0	NA	United Kingdom	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Nematoda	Chromadorea	Ascaridida	Toxocaridae	Toxocara	NA	EUKARYAL	Toxocara canis  	NA		NA		NA		Ge00279	NA	EST	incomplete	Public	Washington Univ, North Carolina State Univ	NIH	McCarter	mccarter@genetics.wustl.edu	NA		NA	 	NA	6265	NA		NA	002150_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella spiralis	EUKARYAL	Trichinella spiralis  	NA		NA	Trichinella spiralis	NA		Gi00757	NA	Genome	incomplete	Public	Washington Univ	NIH-NHGRI	Clifton S	NA	http://genome.wustl.edu/Bio/email_data.cgi?staff=Sandra%20Clifton	NA		 	NA	6334	12603	NA		002151_GCAT	NA		NA		0	ABIR01000000	Draft	NA		NA		NA		NA		NA	71000	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichinellidae	Trichinella	Trichinella spiralis	EUKARYAL	Trichinella spiralis  	NA		NA	Trichinella spiralis	NA		Ge00099	NA	EST	incomplete	Public	Univ of Edinburgh, Washington Univ	NIH	McCarter	mccarter@genetics.wustl.edu	NA		NA	 	NA	6334	12647	NA		002152_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	25628	0	NA		0	NA	International	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichuridae	Trichuris	Trichuris muris	EUKARYAL	Trichuris muris  	NA		NA		NA		Ge00100	NA	EST	incomplete	Public	Sanger Institute, Univ of Edinburgh	Beowulf Genomics	Blaxter M	NA	http://helios.bto.ed.ac.uk/icapb/cgi-bin/CV_out.cgi?user=blaxter	NA		 	NA	70415	NA		NA	002153_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	10000	0	NA		0	NA	United Kingdom	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Nematoda	Enoplea	Trichocephalida	Trichuridae	Trichuris	Trichuris trichiura	EUKARYAL	Trichuris trichiura  	NA		NA		NA		Ge00101	NA	EST	incomplete	Public	Univ of Edinburgh	NA	Blaxter M	NA	http://helios.bto.ed.ac.uk/icapb/cgi-bin/CV_out.cgi?user=blaxter	NA		 	NA	36087	NA		NA	002154_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	United Kingdom	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Nematoda	Chromadorea	Spirurida	Onchocercidae	Wuchereria	NA	EUKARYAL	Wuchereria bancrofti  	NA		agent of lymphatic filariasis	NA		NA	Ge00102	NA	EST	incomplete	Public	FilGenNet	NA	McCarter J	mccarter@genetics.wustl.edu	NA		NA	 	NA	6293	NA		NA	002155_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	International	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Nematoda	Chromadorea	Rhabditida	Cephalobidae	Zeldia	Zeldia punctata	EUKARYAL	Zeldia punctata  	NA		NA		NA		Ge00103	NA	EST	incomplete	Public	Washington Univ	NA	McCarter J	mccarter@genetics.wustl.edu	NA		NA	 	NA	49351	NA		NA	002156_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Placozoa	NA		NA	Trichoplax	Trichoplax adhaerens	EUKARYAL	Trichoplax adhaerens  	NA		NA		NA		Gi00753	NA	Genome	incomplete	Public	Washington Univ	NIH-NHGRI	WashU	NA		NA		 	NA	10228	NA		NA	002157_GCAT	NA		NA		0	NA		NA		NA		NA		6x	NA		0	0	NA		0	Sanger	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Placozoa	NA		NA	Trichoplax	Trichoplax adhaerens	EUKARYAL	Trichoplax adhaerens.  Grell-BS-1999	Grell-BS-1999	NA		Trichoplax adhaerens Grell-BS-1999	NA		Gc00854	Gi00793	Genome	Complete and Published	Public	DOE Joint Genome Institute, Yale Univ	DOE	Srivastava M	msrivast@berkeley.edu	NA		2008-08-29	Nature 454, 955-60	NA	10228	12874	NA		002158_GCAT	NA		NA		0	NZ_ABGP00000000	Complete	Level 2: High-Quality Draft	NA		NA		NA	8x	NA		50000	11520	NA		32	Sanger	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Porifera	Demospongiae	Haplosclerida	Chalinidae	Reniera	Reniera sp. JGI-2005	EUKARYAL	Reniera sp  JGI-2005	JGI-2005	NA		NA		NA	Gi00794	NA	Genome	incomplete	Public	Univ of Hawaii, Univ of Alberta, DOE Joint Genome Institute, Univ of Queensland	DOE	NA		NA		NA	 	NA	333134	NA		NA	002159_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	International	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	NA		Peronosporales	NA	Phytophthora	Phytophthora capsici	EUKARYAL	Phytophthora capsici  	NA		NA		NA		Gi01100	NA	Genome	incomplete	Public	NCGR, DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Agricultural, Plant Pathogen	4784	NA		NA	002160_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Pathogen	
Eukaryota	NA		Peronosporales	NA	Phytophthora	Phytophthora infestans	EUKARYAL	Phytophthora infestans  T30-4	T30-4	NA		Phytophthora infestans T30-4	NA		Gc01103	Gi00449	Genome	Complete and Published	Public	Broad Institute	NSF	Nusbaum HC	chad@genome.wi.mit.edu	NA		2009-09-09	Nature Epub	Agricultural, Plant Pathogen	403677	17665	NA		002161_GCAT	NA		NA		0	AATU01000000	Complete	NA		NA		NA		7.6x	NA	18288	240000	17797	NA		51	Sanger	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		Potato blight	NA		NA		Pathogen	
Eukaryota	NA		Peronosporales	NA	Phytophthora	NA	EUKARYAL	Phytophthora infestans  	NA		NA	Phytophthora infestans	NA		Gi00583	NA	Genome	incomplete	Public	Sanger Institute	SCRI	Berriman M	mb4@sanger.ac.uk	NA		NA	 	Agricultural, Plant Pathogen	4787	12767	NA		002162_GCAT	NA		NA		0	NA		NA		NA		NA		10x	NA		0	0	NA		0	NA	United Kingdom	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		Potato blight	NA		NA		Pathogen	
Eukaryota	NA		Peronosporales	NA	Phytophthora	NA	EUKARYAL	Phytophthora infestans  	NA		NA		NA		Ge00105	NA	EST	incomplete	Public	Phytophthora Genome Consortium	NCGR	Mitchell T	thomas_mitchell@ncsu.edu	NA		NA	 	Agricultural, Plant Pathogen	4787	NA		NA	002163_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	94091	0	NA		0	NA	International	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Pathogen	
Eukaryota	NA		Peronosporales	NA	Phytophthora	NA	EUKARYAL	Phytophthora sojae  	NA		NA		NA		Gi00451	NA	Genome	incomplete	Public	Phytophthora Genome Consortium	NA		NA		NA		 	Agricultural, Plant Pathogen	67593	NA		NA	002166_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	65000	0	NA		0	NA	International	International	NA		NA		NA	International	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Root rot	NA		NA		Pathogen	
Eukaryota	Streptophyta	NA	Ericales	Actinidiaceae	Actinidia	NA	EUKARYAL	Actinidia deliciosa  	NA		Kiwifruit	NA		NA	Ge00106	NA	EST	incomplete	Proprietary	Genesis	NA		NA		NA		 	NA	3627	NA		NA	002167_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	New Zealand	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	Liliopsida	Asparagales	Alliaceae	Allium	NA	EUKARYAL	Allium cepa  	NA		Onion	Allium cepa	NA		Ge00107	NA	EST	incomplete	Public	Univ of Wisconsin	NA		NA		NA		 	NA	4679	12547	NA		002168_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	20159	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	Liliopsida	Poales	Bromeliaceae	Ananas	NA	EUKARYAL	Ananas comosus  	NA		Pineapple	NA		NA	Ge00108	NA	EST	incomplete	Public	Univ of Queensland	NA		NA		NA		 	NA	4615	NA		NA	002169_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	Australia	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Capsella	NA	EUKARYAL	Capsella rubella  	NA		NA	Capsella rubella	NA		Gi01102	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	NA	81985	15659	NA		002171_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	250000	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	NA	Pelagophyceae	NA		Aureococcus	Aureococcus anophagefferens	EUKARYAL	Aureococcus anophagefferens  	NA		NA	Aureococcus anophagefferens	NA		Gi00984	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Environmental	44056	13500	NA		002172_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	32000	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Reduces trace metals, Carbon sequestration	
Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Avena	NA	EUKARYAL	Avena sativa  	NA		Oat	Avena sativa	NA		Gi00045	NA	Genome	incomplete	Public	NA		NA		NA		NA	 	NA	4498	9510	NA		002173_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	16000000	0	7	NA	0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	NA		Peronosporales	NA	Phytophthora	Phytophthora capsici	EUKARYAL	Phytophthora capsici  	NA		NA		NA		Gi02456	NA	Genome	incomplete	Public	NCGR, DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Agricultural, Plant Pathogen	4784	NA		NA	002175_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA	Pathogen	
Eukaryota	Streptophyta	NA	Ericales	Actinidiaceae	Actinidia	NA	EUKARYAL	Actinidia deliciosa  	NA		Kiwifruit	NA		NA	Ge00281	NA	EST	incomplete	Proprietary	Genesis	NA		NA		NA		 	NA	3627	NA		NA	002180_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	New Zealand	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	Liliopsida	Poales	Bromeliaceae	Ananas	NA	EUKARYAL	Ananas comosus  	NA		Pineapple	NA		NA	Ge00282	NA	EST	incomplete	Public	Univ of Queensland	NA		NA		NA		 	NA	4615	NA		NA	002182_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	Australia	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Arabidopsis	NA	EUKARYAL	Arabidopsis lyrata  	NA		NA	Arabidopsis lyrata	NA		Gi02457	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	NA	59689	15628	NA		002183_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Capsella	NA	EUKARYAL	Capsella rubella  	NA		NA	Capsella rubella	NA		Gi02458	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	NA	81985	13878	NA		002184_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Caryophyllales	Amaranthaceae	Beta	NA	EUKARYAL	Beta vulgaris  	NA		Beet	Beta vulgaris	NA		Ge00109	NA	EST	incomplete	Public	NA		Rudd S	s.rudd@gsf.de	NA		NA	 	NA	161934	12562	NA		002186_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	Germany	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Ranunculales	Ranunculaceae	Aquilegia	NA	EUKARYAL	Aquilegia formosa  	NA		NA	Aquilegia formosa	NA		Gi01581	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Agricultural, Ecological, Evolutionary	223430	18745	NA		002187_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	350000	0	NA		0	Sanger	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Brachypodium	Brachypodium distachyon	EUKARYAL	Brachypodium distachyon  Bd21	Bd21	NA		Brachypodium distachyon	NA		Gi01580	NA	Genome	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Agricultural, Biofuels, Biotechnological, Energy production	15368	32607	NA		002188_GCAT	NA		NA		0	NA	In progress	NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	Liliopsida	Poales	Poaceae	Brachypodium	Brachypodium distachyon	EUKARYAL	Brachypodium distachyon  Bd21	Bd21	NA		NA		NA	Ge00216	NA	EST	incomplete	Public	DOE Joint Genome Institute	DOE	Bruce D	microbes@cuba.jgi-psf.org	NA		NA	 	Agricultural, Biotechnological, Energy production	15368	NA		NA	002189_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Brassica	NA	EUKARYAL	Brassica napus  	NA		NA		NA		Gi00091	NA	Genome	incomplete	Public	Pohang Univ, Univ of Minnesota	NA	Nam HG	nam@vision.postech.ac.kr	NA		NA	 	NA	3708	NA		NA	002190_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	International	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Brassica	NA	EUKARYAL	Brassica oleracea C (JBo & BoB)  	NA		NA	Brassica oleracea	NA		Gi00092	NA	Genome	incomplete	Public	John Innes Centre, Univ of Birmingham, Univ of Bath, Horticulture Research International, J. Craig Venter Institute	BBSRC	Trick M	martin.trick@bbsrc.ac.uk	NA		NA	 	NA	3712	12480	NA		002191_GCAT	NA		NA		0	NA		NA		NA		NA		0.44x	NA		0	0	9	0	0	Sanger	International	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Brassica	Brassica rapa	EUKARYAL	Brassica rapa L. spp pekinensis  	NA		NA		NA		Gi02146	Ge00110	Genome-Regions	incomplete	Public	NIAB, Chungnam National Univ	NA		NA		NA		 	NA	51351	12479	NA		002192_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	10	0	0	Clone-based	Korea	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Brassica	Brassica rapa	EUKARYAL	Brassica rapa pekinensis  	NA		NA		NA		Gi00094	NA	Genome	incomplete	Public	NIAB, J. Craig Venter Institute, MIPS	NA		NA		NA		 	NA	51351	NA		NA	002193_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	500000	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Brassicales	Brassicaceae	Brassica	NA	EUKARYAL	Brassica rapa A (JBr)  	NA		NA		NA		Gi00093	NA	Genome	incomplete	Public	John Innes Centre, Univ of Birmingham, Horticulture Research International, Univ of Bath	BBSRC	Trick M	martin.trick@bbsrc.ac.uk	NA		NA	 	NA	3711	NA		NA	002194_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	United Kingdom	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Solanales	Solanaceae	Capsicum	Capsicum annuum	EUKARYAL	Capsicum annuum  	NA		NA		NA		Ge00111	NA	EST	incomplete	Public	PDRC	NA	Lee, S	sanghyeobl@yahoo.co.kr	NA		NA	 	NA	40321	NA		NA	002195_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	Korea	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	Bryopsida	Dicranales	Ditrichaceae	Ceratodon	Ceratodon purpureus	EUKARYAL	Ceratodon purpureus  	NA		NA		NA		Ge00112	NA	EST	incomplete	Public	Washington Univ	NA	WashU	est@watson.wustl.edu	NA		NA	 	NA	3225	NA		NA	002196_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	NA	EUKARYAL	Chlamydomonas reinhardtii  	NA		NA		NA		Ge00113	NA	EST	incomplete	Public	Univ of Oklahoma, Washington Univ	NSF	Roe B	NA	http://cheminfo.chem.ou.edu/faculty/bar.html	NA		 	NA	3055	NA		NA	002197_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	100000	0	17	NA	0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	NA	EUKARYAL	Chlamydomonas reinhardtii  	NA		NA	Chlamydomonas reinhardtii	NA		Ge00114	NA	EST	incomplete	Public	Kazusa DNA Research Institute	NA	KAZUSA	chlamy@kazusa.or.jp	NA		NA	 	NA	3055	12263	NA		002198_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	100000	0	NA		0	NA	Japan	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Chlorophyta	Prasinophyceae	Mamiellales	NA	Bathycoccus	NA	EUKARYAL	Bathycoccus sp  BAN7	BAN7	NA		NA		NA	Gi01791	NA	Genome	incomplete	Public	Genoscope	NA		NA		NA		 	NA	41874	NA		NA	002200_GCAT	NA		NA		0	NA	Complete	NA		NA		NA		NA		NA	0	0	NA		0	NA	France	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	NA		NA		Chlorarachnion	Chlorarachnion reptans	EUKARYAL	Chlorarachnion reptans  	NA		NA		NA		Gi00144	NA	Genome	incomplete	Public	Marburg Univ	NA	Maier U	maier@mailer.uni-marburg.de	NA		NA	 	NA	29199	NA		NA	002201_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	Germany	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Sapindales	Rutaceae	Citrus	NA	EUKARYAL	Citrus sinensis  Washington navel	Washington navel	NA		Citrus sinensis	NA		Gi01288	NA	Genome	incomplete	Public	DOE Joint Genome Institute, Univ of California, Riverside	NA		NA		NA		 	NA	2711	9597	NA		002202_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	380000	0	NA		0	NA	USA	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Platyhelminthes	Trematoda	Opisthorchiida	Opisthorchiidae	Clonorchis	Clonorchis sinensis	EUKARYAL	Clonorchis sinensis  	NA		NA	Clonorchis sinensis	NA		Gi01931	NA	Genome	incomplete	Public	Seoul National Univ	NA		NA		NA		 	NA	79923	17975	NA		002555_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	0	0	NA		0	NA	Korea	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Gentianales	Rubiaceae	Coffea	NA	EUKARYAL	Coffea arabica L.  	NA		Coffee	NA		NA	Ge00115	NA	EST	incomplete	Public	Univ of Trieste	NA		NA		NA		 	NA	13443	NA		NA	002203_GCAT	NA		NA		0	NA		NA		NA		NA		NA		NA	1226	0	NA		0	NA	Italy	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
Eukaryota	Streptophyta	NA	Gentianales	Rubiaceae	Coffea	NA	EUKARYAL	Coffea arabica  	NA		Coffee	NA		NA	Gi00168	NA	Genome	incomplete	Public	Univ of Campinas	Embrapa/Cafe, FAPESP	lbi@ic.unicamp.br	lbi@ic.unicamp.br	NA		NA	 	NA	13443	NA		NA	002204_GCAT	NA		NA		0	NA	Complete	NA		NA		NA		NA		NA	0	0	NA		0	NA	Brazil	NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		NA		
